Boroughs,Latitude,Longitude,Prop_Type,Min_Nights,Host_Listing_Cnt,Days_Available,Review_Cnt,Reviews30d,Price
Manhattan,40.74238,-73.97652,EntireHome,2,1,0,1,0.02,175
Manhattan,40.7424,-73.9837,EntireHome,2,1,0,1,1,220
Manhattan,40.74241,-73.97954,EntireHome,30,92,310,8,0.4,142
Manhattan,40.74242,-73.99571,EntireHome,30,12,307,3,0.15,250
Manhattan,40.74244,-74.00274,EntireHome,2,2,60,15,2.49,300
Manhattan,40.74244,-73.99781,EntireHome,3,1,284,44,1.3,200
Manhattan,40.74244,-73.98316,PrivateRoom,1,2,10,185,4.87,99
Manhattan,40.74244,-73.97872,EntireHome,2,1,245,3,2.5,600
Manhattan,40.74245,-73.99348,EntireHome,9,1,127,1,0.38,750
Manhattan,40.74245,-73.9845,EntireHome,4,1,289,151,2.67,220
Manhattan,40.74246,-73.9954,EntireHome,30,96,349,1,0.03,250
Manhattan,40.74246,-73.9767,PrivateRoom,1,1,0,5,0.11,99
Manhattan,40.74247,-74.00234,EntireHome,3,1,0,1,0.05,285
Manhattan,40.74248,-73.99568,EntireHome,1,1,0,33,1.98,96
Manhattan,40.74248,-73.98434,EntireHome,30,2,0,1,0.14,160
Manhattan,40.74249,-73.99997,PrivateRoom,4,1,7,33,2.38,68
Manhattan,40.7425,-73.99427,EntireHome,29,96,250,1,0.09,249
Manhattan,40.7425,-73.97704,EntireHome,3,1,0,1,0.14,250
Manhattan,40.74251,-73.98414,EntireHome,2,1,0,1,0.03,150
Manhattan,40.74252,-73.9975,EntireHome,1,1,0,18,0.3,175
Manhattan,40.74252,-73.991,EntireHome,1,1,0,2,0.07,250
Manhattan,40.74253,-73.98006,PrivateRoom,30,27,339,1,0.12,75
Manhattan,40.74253,-73.97882,EntireHome,30,52,365,2,0.04,100
Manhattan,40.74256,-73.97912,PrivateRoom,2,3,275,37,3.63,135
Manhattan,40.74257,-73.98207,EntireHome,30,1,347,278,5.48,225
Manhattan,40.74257,-73.98146,EntireHome,1,9,332,10,3.95,350
Manhattan,40.74257,-73.97948,PrivateRoom,2,1,238,5,0.59,355
Manhattan,40.74259,-74.00128,EntireHome,4,1,1,11,0.18,160
Manhattan,40.74259,-73.99708,EntireHome,4,1,0,8,0.12,160
Manhattan,40.74263,-73.99769,EntireHome,6,1,1,14,0.6,275
Manhattan,40.74264,-73.98361,EntireHome,3,1,0,14,1.22,199
Manhattan,40.74265,-73.98066,EntireHome,30,1,128,16,0.93,450
Manhattan,40.74266,-73.9792,EntireHome,7,1,100,37,1.63,220
Manhattan,40.74267,-73.99971,EntireHome,3,1,76,79,5.62,299
Manhattan,40.74267,-73.99915,EntireHome,3,1,0,1,0.03,195
Manhattan,40.74267,-73.98569,EntireHome,4,1,0,3,0.03,125
Manhattan,40.74268,-73.98401,EntireHome,4,1,7,15,0.33,185
Manhattan,40.74268,-73.97853,EntireHome,1,1,307,67,0.88,240
Manhattan,40.7427,-73.99837,EntireHome,2,2,101,150,4.04,185
Manhattan,40.7427,-73.98231,PrivateRoom,1,1,0,1,0.02,85
Manhattan,40.7427,-73.97986,SharedRoom,2,1,359,8,1.31,39
Manhattan,40.74272,-74.00309,EntireHome,3,1,6,17,0.2,190
Manhattan,40.74273,-73.97998,EntireHome,1,1,0,5,0.57,100
Manhattan,40.74274,-73.97918,PrivateRoom,1,1,2,169,7.51,115
Manhattan,40.74276,-74.00016,EntireHome,2,1,4,3,3,225
Manhattan,40.74277,-74.00204,EntireHome,2,1,352,16,1.98,325
Manhattan,40.74278,-73.99765,PrivateRoom,1,1,0,3,1.38,80
Manhattan,40.74279,-74.00193,EntireHome,6,1,291,43,1.75,500
Manhattan,40.74279,-73.97833,EntireHome,1,1,0,4,0.09,75
Manhattan,40.7428,-73.9956,EntireHome,2,1,5,3,1.64,290
Manhattan,40.74281,-73.99969,EntireHome,5,1,51,5,0.22,175
Manhattan,40.74281,-73.97981,PrivateRoom,7,3,0,11,0.31,120
Manhattan,40.74282,-73.9803,PrivateRoom,30,27,339,42,0.66,75
Manhattan,40.74283,-73.99843,EntireHome,5,1,14,51,2.25,245
Manhattan,40.74283,-73.99246,EntireHome,7,1,0,1,0.04,150
Manhattan,40.74284,-73.99842,PrivateRoom,1,2,48,106,7.48,99
Manhattan,40.74284,-73.97967,EntireHome,1,1,36,27,6.59,150
Manhattan,40.74285,-74.00196,EntireHome,3,3,247,16,2.33,190
Manhattan,40.74285,-73.99395,EntireHome,2,1,0,22,1.79,69
Manhattan,40.74285,-73.97468,EntireHome,5,1,0,1,0.02,150
Manhattan,40.74286,-73.99847,PrivateRoom,4,1,0,15,0.83,84
Manhattan,40.74286,-73.9768,PrivateRoom,5,2,15,4,1.48,68
Manhattan,40.74288,-73.9803,EntireHome,4,1,213,5,0.1,180
Manhattan,40.74289,-73.98134,EntireHome,2,1,0,22,0.78,175
Manhattan,40.7429,-73.99428,EntireHome,29,96,134,2,0.25,249
Manhattan,40.7429,-73.99344,PrivateRoom,1,1,0,1,0.03,125
Manhattan,40.74292,-73.99969,EntireHome,2,1,70,3,0.3,599
Manhattan,40.74293,-73.99922,PrivateRoom,1,2,0,2,0.39,80
Manhattan,40.74293,-73.97923,EntireHome,2,1,284,1,1,600
Manhattan,40.74294,-73.99795,EntireHome,2,1,148,22,2.76,261
Manhattan,40.74294,-73.98499,EntireHome,30,4,365,9,0.17,200
Manhattan,40.74294,-73.98137,EntireHome,1,1,0,5,0.22,160
Manhattan,40.74294,-73.98009,EntireHome,5,1,285,38,0.38,199
Manhattan,40.74295,-73.97392,EntireHome,6,1,3,2,0.1,199
Manhattan,40.74296,-73.99527,EntireHome,1,1,8,1,1,175
Manhattan,40.74296,-73.98691,EntireHome,5,1,172,90,2.58,699
Manhattan,40.74298,-73.97448,EntireHome,1,1,7,44,3.6,110
Manhattan,40.74299,-73.99777,EntireHome,2,1,4,11,1.08,225
Manhattan,40.743,-74.00136,EntireHome,2,1,351,2,0.77,300
Manhattan,40.743,-73.99521,EntireHome,29,96,279,3,0.33,254
Manhattan,40.74301,-73.9937,EntireHome,1,1,121,10,3.75,249
Manhattan,40.74301,-73.98037,EntireHome,4,1,0,2,0.06,120
Manhattan,40.74302,-74.00015,EntireHome,3,1,0,12,0.23,163
Manhattan,40.74302,-73.98098,EntireHome,5,1,0,3,0.08,275
Manhattan,40.74303,-73.99797,EntireHome,2,1,0,1,0.03,200
Manhattan,40.74303,-73.99727,EntireHome,1,1,0,38,4.6,200
Manhattan,40.74305,-73.99733,EntireHome,2,1,114,80,1.38,160
Manhattan,40.74307,-73.99188,EntireHome,7,1,18,2,0.48,312
Manhattan,40.74307,-73.98386,EntireHome,1,1,265,9,5.63,170
Manhattan,40.74308,-73.98172,PrivateRoom,2,1,0,12,0.5,200
Manhattan,40.74309,-73.99535,PrivateRoom,55,1,234,11,1.17,115
Manhattan,40.74309,-73.99436,EntireHome,6,1,292,55,0.92,218
Manhattan,40.7431,-73.98137,EntireHome,1,9,310,5,1.58,790
Manhattan,40.74311,-74.00718,EntireHome,30,1,365,2,0.03,275
Manhattan,40.74311,-74.0037,EntireHome,3,2,4,7,0.33,400
Manhattan,40.74312,-73.99953,EntireHome,3,1,117,12,0.62,450
Manhattan,40.74312,-73.99573,EntireHome,5,1,0,5,0.42,149
Manhattan,40.74312,-73.98977,EntireHome,1,1,349,11,5.08,459
Manhattan,40.74312,-73.98447,PrivateRoom,3,2,18,2,0.27,89
Manhattan,40.74313,-73.99844,EntireHome,3,1,0,2,0.04,175
Manhattan,40.74314,-74.00119,PrivateRoom,5,1,76,19,0.25,155
Manhattan,40.74314,-73.99898,PrivateRoom,1,1,0,2,0.09,95
Manhattan,40.74314,-73.99552,EntireHome,2,1,18,29,1.05,250
Manhattan,40.74315,-73.99591,EntireHome,3,1,328,3,3,225
Manhattan,40.74315,-73.98222,EntireHome,20,2,339,15,1.91,250
Manhattan,40.74318,-74.00137,EntireHome,4,1,0,46,1.44,180
Manhattan,40.74318,-73.9982,EntireHome,1,1,0,6,0.13,129
Manhattan,40.74318,-73.97916,EntireHome,2,1,267,2,2,800
Manhattan,40.74318,-73.97858,EntireHome,30,52,310,4,0.07,87
Manhattan,40.74318,-73.97193,EntireHome,30,52,365,2,0.03,150
Manhattan,40.74319,-73.98074,SharedRoom,2,1,360,2,0.28,39
Manhattan,40.7432,-73.97703,EntireHome,1,1,128,7,2.47,190
Manhattan,40.74321,-73.98474,EntireHome,7,1,0,1,0.03,175
Manhattan,40.74322,-73.99744,EntireHome,6,1,13,4,0.18,165
Manhattan,40.74322,-73.99547,EntireHome,1,1,0,1,0.14,250
Manhattan,40.74322,-73.98005,EntireHome,3,1,345,19,1.18,339
Manhattan,40.74324,-73.99586,PrivateRoom,1,1,153,9,0.33,115
Manhattan,40.74325,-73.99975,EntireHome,2,2,104,71,3.34,175
Manhattan,40.74326,-74.00278,EntireHome,3,1,33,28,1.99,179
Manhattan,40.74326,-74.00004,EntireHome,2,2,20,98,1.85,199
Manhattan,40.74327,-73.99848,EntireHome,3,1,221,118,2.44,245
Manhattan,40.74327,-73.99807,EntireHome,2,1,0,1,0.02,230
Manhattan,40.74327,-73.97202,EntireHome,5,1,0,2,0.05,155
Manhattan,40.74328,-73.99742,EntireHome,4,1,4,4,0.06,200
Manhattan,40.74329,-73.98341,PrivateRoom,3,1,0,9,1.24,120
Manhattan,40.74329,-73.98253,EntireHome,3,1,318,2,1.62,102
Manhattan,40.7433,-73.99832,PrivateRoom,4,2,24,107,1.46,119
Manhattan,40.7433,-73.97919,EntireHome,2,1,27,81,3.44,129
Manhattan,40.74331,-73.98351,PrivateRoom,1,1,0,4,0.05,110
Manhattan,40.74333,-74.00106,EntireHome,1,1,5,9,1.19,175
Manhattan,40.74334,-74.0025,EntireHome,6,1,111,10,5.08,349
Manhattan,40.74335,-73.98287,EntireHome,1,2,314,8,5.33,250
Manhattan,40.74336,-74.00278,EntireHome,6,1,0,45,0.97,200
Manhattan,40.74336,-73.97628,PrivateRoom,20,1,0,1,0.1,150
Manhattan,40.74337,-73.99423,PrivateRoom,3,3,2,15,1.88,85
Manhattan,40.74337,-73.99362,PrivateRoom,2,1,289,20,0.9,149
Manhattan,40.74337,-73.97726,EntireHome,30,1,9,1,1,850
Manhattan,40.74338,-73.98557,EntireHome,4,1,156,3,0.91,210
Manhattan,40.74339,-73.99642,EntireHome,2,1,236,143,3.74,450
Manhattan,40.74339,-73.99414,EntireHome,6,1,0,2,0.05,450
Manhattan,40.74339,-73.98205,EntireHome,1,2,314,2,2,250
Manhattan,40.74341,-73.99298,PrivateRoom,2,2,276,185,2.18,170
Manhattan,40.74342,-73.99483,EntireHome,9,2,31,3,0.04,205
Manhattan,40.74342,-73.98207,EntireHome,1,1,45,73,5.12,160
Manhattan,40.74342,-73.97505,EntireHome,1,1,0,1,0.02,135
Manhattan,40.74343,-73.98147,EntireHome,1,1,0,3,0.53,140
Manhattan,40.74344,-74.00747,EntireHome,3,4,147,4,1.74,499
Manhattan,40.74344,-73.99506,EntireHome,2,1,0,8,0.25,149
Manhattan,40.74344,-73.98371,EntireHome,1,1,341,68,0.95,450
Manhattan,40.74344,-73.97821,EntireHome,2,1,270,1,1,500
Manhattan,40.74346,-73.99882,PrivateRoom,2,1,340,37,1.71,150
Manhattan,40.74346,-73.97827,EntireHome,2,1,0,8,0.51,199
Manhattan,40.74348,-74.00046,EntireHome,2,2,125,3,3,200
Manhattan,40.74348,-73.9998,EntireHome,1,1,287,60,0.77,200
Manhattan,40.74348,-73.99365,PrivateRoom,1,1,96,211,6.07,180
Manhattan,40.74348,-73.97962,EntireHome,14,1,0,1,0.08,150
Manhattan,40.7435,-74.00119,PrivateRoom,2,1,272,136,4.64,289
Manhattan,40.7435,-73.97907,PrivateRoom,1,1,0,1,0.02,95
Manhattan,40.74351,-73.97857,SharedRoom,1,3,329,4,0.44,39
Manhattan,40.74353,-73.99709,EntireHome,5,1,339,43,1.55,545
Manhattan,40.74353,-73.98364,EntireHome,30,1,204,67,2.74,299
Manhattan,40.74354,-73.98122,PrivateRoom,3,1,244,20,0.83,85
Manhattan,40.74355,-73.97936,SharedRoom,2,2,355,2,0.41,39
Manhattan,40.74356,-73.98176,EntireHome,2,1,260,144,1.86,775
Manhattan,40.74358,-74.00087,PrivateRoom,4,1,72,156,2.1,125
Manhattan,40.74358,-73.99758,PrivateRoom,2,1,354,33,0.8,130
Manhattan,40.7436,-73.98573,SharedRoom,1,1,0,2,0.1,185
Manhattan,40.7436,-73.98122,EntireHome,1,1,0,4,0.38,165
Manhattan,40.74361,-73.99885,EntireHome,2,1,0,1,0.03,210
Manhattan,40.74361,-73.99503,EntireHome,4,1,0,109,2.96,235
Manhattan,40.74361,-73.97677,EntireHome,2,1,45,127,3.35,150
Manhattan,40.74362,-73.98207,EntireHome,3,1,245,17,3.72,388
Manhattan,40.74362,-73.98058,EntireHome,6,1,0,4,0.08,100
Manhattan,40.74363,-74.0022,EntireHome,2,2,134,64,5.61,167
Manhattan,40.74366,-74.0005,PrivateRoom,1,1,0,2,0.05,70
Manhattan,40.74366,-73.99721,EntireHome,3,1,0,1,0.03,275
Manhattan,40.74367,-73.97551,SharedRoom,2,3,353,3,0.63,44
Manhattan,40.74368,-73.99825,PrivateRoom,1,1,0,1,0.03,120
Manhattan,40.74369,-73.99571,EntireHome,2,1,0,5,0.13,225
Manhattan,40.74369,-73.98153,EntireHome,2,1,0,4,0.06,425
Manhattan,40.7437,-73.99896,EntireHome,7,1,275,72,2.03,249
Manhattan,40.7437,-73.99476,EntireHome,30,39,288,7,0.46,200
Manhattan,40.74371,-73.99622,EntireHome,3,1,30,2,0.59,225
Manhattan,40.74371,-73.98454,EntireHome,3,1,170,57,1.65,165
Manhattan,40.74371,-73.97946,EntireHome,3,1,26,4,0.35,200
Manhattan,40.74372,-74.00601,EntireHome,3,4,140,4,1.71,447
Manhattan,40.74372,-74.00294,EntireHome,2,1,23,21,0.72,195
Manhattan,40.74372,-74.00021,EntireHome,7,1,358,26,0.36,240
Manhattan,40.74374,-74.00044,EntireHome,3,2,165,177,2.81,199
Manhattan,40.74375,-73.97372,EntireHome,1,1,158,12,4.74,499
Manhattan,40.74376,-74.00387,EntireHome,30,1,259,195,4.17,270
Manhattan,40.74376,-73.99313,EntireHome,1,1,1,11,1.82,220
Manhattan,40.74376,-73.98355,EntireHome,4,1,293,18,2.11,189
Manhattan,40.74377,-73.99905,EntireHome,4,2,0,1,0.14,137
Manhattan,40.74379,-73.99918,EntireHome,2,1,254,8,0.39,250
Manhattan,40.74379,-73.99433,EntireHome,2,1,0,7,0.28,189
Manhattan,40.74379,-73.98795,EntireHome,3,1,0,22,0.44,177
Manhattan,40.7438,-73.99751,PrivateRoom,2,1,35,263,5.42,118
Manhattan,40.7438,-73.9781,PrivateRoom,3,1,0,19,0.42,90
Manhattan,40.74381,-73.9923,EntireHome,30,1,0,2,0.06,110
Manhattan,40.74381,-73.97909,PrivateRoom,2,3,289,50,4.9,130
Manhattan,40.74382,-74.00463,EntireHome,30,1,261,2,0.29,250
Manhattan,40.74382,-73.98798,PrivateRoom,1,1,0,1,0.02,100
Manhattan,40.74383,-73.98387,EntireHome,7,1,0,1,0.14,200
Manhattan,40.74383,-73.97909,EntireHome,2,1,0,2,0.04,420
Manhattan,40.74383,-73.97798,EntireHome,4,1,77,12,0.84,499
Manhattan,40.74384,-73.99383,EntireHome,1,1,0,8,0.23,193
Manhattan,40.74384,-73.98243,SharedRoom,1,1,0,1,0.04,55
Manhattan,40.74384,-73.97852,PrivateRoom,2,1,168,7,1.09,110
Manhattan,40.74385,-73.97827,PrivateRoom,3,1,0,3,0.09,89
Manhattan,40.74386,-74.00106,EntireHome,2,1,0,2,0.05,200
Manhattan,40.74386,-73.99541,EntireHome,2,1,0,8,0.18,161
Manhattan,40.74386,-73.99344,PrivateRoom,30,1,97,1,0.32,85
Manhattan,40.74386,-73.97327,EntireHome,29,96,342,1,0.08,199
Manhattan,40.74387,-74.00134,EntireHome,2,1,0,3,0.07,250
Manhattan,40.74387,-73.97536,PrivateRoom,1,1,353,1,1,299
Manhattan,40.74388,-73.99631,EntireHome,2,1,40,76,5.22,200
Manhattan,40.74388,-73.97193,EntireHome,29,96,338,1,0.21,192
Manhattan,40.74389,-73.99835,SharedRoom,2,4,172,66,1.03,85
Manhattan,40.74389,-73.99159,PrivateRoom,1,2,365,17,0.24,135
Manhattan,40.74389,-73.98515,PrivateRoom,1,1,2,29,0.9,120
Manhattan,40.74389,-73.98033,PrivateRoom,2,3,281,36,3.78,120
Manhattan,40.74391,-73.99582,EntireHome,1,2,0,2,0.05,350
Manhattan,40.74391,-73.97151,EntireHome,3,1,3,15,0.53,350
Manhattan,40.74392,-74.00301,EntireHome,3,1,0,6,2.57,159
Manhattan,40.74392,-74.00113,EntireHome,30,92,311,7,0.24,142
Manhattan,40.74392,-73.9811,PrivateRoom,3,3,0,12,0.17,90
Manhattan,40.74392,-73.98072,SharedRoom,2,2,365,2,0.45,35
Manhattan,40.74393,-74.00444,EntireHome,3,1,0,2,0.28,190
Manhattan,40.74395,-73.98049,EntireHome,3,1,29,12,0.54,195
Manhattan,40.74396,-73.9758,EntireHome,29,1,0,4,0.1,179
Manhattan,40.74397,-73.98405,EntireHome,4,2,0,5,0.19,130
Manhattan,40.74398,-73.99624,EntireHome,6,2,325,127,1.65,499
Manhattan,40.74398,-73.97662,EntireHome,1,1,0,5,0.14,152
Manhattan,40.74399,-73.97753,EntireHome,3,1,343,4,2.22,299
Manhattan,40.744,-73.99721,PrivateRoom,3,2,0,13,1.39,65
Manhattan,40.744,-73.9907,EntireHome,7,1,0,11,0.2,110
Manhattan,40.744,-73.98054,EntireHome,,1,0,5,0.1,152
Manhattan,40.74402,-73.97477,EntireHome,4,1,132,4,3,475
Manhattan,40.74403,-73.99581,EntireHome,4,1,247,155,2.03,225
Manhattan,40.74404,-73.98263,EntireHome,5,2,154,5,0.46,250
Manhattan,40.74404,-73.97985,PrivateRoom,3,1,62,64,3.02,110
Manhattan,40.74404,-73.97217,PrivateRoom,30,96,332,3,0.09,135
Manhattan,40.74405,-73.99915,EntireHome,3,1,61,168,3.23,250
Manhattan,40.74406,-73.99551,EntireHome,4,1,228,41,0.79,230
Manhattan,40.74406,-73.99287,PrivateRoom,1,1,0,3,0.07,139
Manhattan,40.74406,-73.98273,EntireHome,2,1,194,201,2.27,325
Manhattan,40.74406,-73.98003,PrivateRoom,3,1,0,7,0.82,99
Manhattan,40.74407,-73.99366,EntireHome,4,1,276,70,2.09,499
Manhattan,40.74408,-73.97803,PrivateRoom,5,1,3,45,2.88,10
Manhattan,40.7441,-73.98834,EntireHome,2,1,257,106,2.88,199
Manhattan,40.74411,-74.0029,EntireHome,1,1,0,1,0.02,200
Manhattan,40.74411,-74.00204,EntireHome,3,1,0,34,0.58,115
Manhattan,40.74411,-74.00166,EntireHome,3,1,113,5,1.95,245
Manhattan,40.74413,-74.00004,PrivateRoom,3,1,1,4,0.39,90
Manhattan,40.74413,-73.97993,PrivateRoom,2,1,10,3,3,90
Manhattan,40.74415,-73.99483,EntireHome,3,1,108,1,0.51,250
Manhattan,40.74416,-73.99017,EntireHome,3,1,46,43,1.93,450
Manhattan,40.74416,-73.9727,EntireHome,29,3,171,5,0.65,175
Manhattan,40.74418,-73.9999,EntireHome,3,1,0,4,0.17,162
Manhattan,40.74418,-73.97565,PrivateRoom,3,2,0,2,0.05,70
Manhattan,40.74419,-74.00067,EntireHome,30,2,63,2,0.27,125
Manhattan,40.74419,-73.99913,EntireHome,1,1,167,109,4.65,225
Manhattan,40.74419,-73.99861,EntireHome,3,1,236,111,2.83,165
Manhattan,40.74419,-73.97186,EntireHome,29,96,272,1,0.45,185
Manhattan,40.7442,-74.00123,EntireHome,1,1,0,1,0.02,250
Manhattan,40.7442,-73.98748,EntireHome,2,1,129,56,1.5,999
Manhattan,40.74421,-73.98007,EntireHome,3,1,0,2,0.1,205
Manhattan,40.74422,-73.98473,PrivateRoom,2,2,47,30,1.64,145
Manhattan,40.74422,-73.98172,EntireHome,3,1,44,1,1,255
Manhattan,40.74423,-74.00111,EntireHome,1,1,66,112,3.98,95
Manhattan,40.74423,-73.97742,PrivateRoom,4,2,0,107,2.44,69
Manhattan,40.74423,-73.97614,EntireHome,4,1,0,33,0.48,195
Manhattan,40.74424,-73.9733,EntireHome,4,1,110,7,3.44,500
Manhattan,40.74426,-73.9825,EntireHome,30,1,213,24,0.68,350
Manhattan,40.74428,-73.97364,EntireHome,3,1,0,16,0.7,186
Manhattan,40.74429,-73.99984,EntireHome,25,1,29,40,1.68,130
Manhattan,40.74429,-73.97663,EntireHome,2,1,0,2,0.05,300
Manhattan,40.7443,-73.99056,EntireHome,5,2,0,4,0.48,225
Manhattan,40.7443,-73.97925,EntireHome,5,1,133,71,2.43,250
Manhattan,40.7443,-73.97519,EntireHome,1,1,102,16,5.52,304
Manhattan,40.74431,-73.9922,PrivateRoom,5,1,0,3,0.1,100
Manhattan,40.74431,-73.98196,EntireHome,5,1,182,40,2.96,350
Manhattan,40.74432,-73.99985,EntireHome,5,1,0,7,0.25,180
Manhattan,40.74433,-73.98085,EntireHome,2,1,5,10,1.95,140
Manhattan,40.74433,-73.97868,SharedRoom,2,3,365,1,0.34,39
Manhattan,40.74433,-73.97769,EntireHome,5,1,218,10,0.22,120
Manhattan,40.74433,-73.97416,EntireHome,7,3,29,6,0.54,150
Manhattan,40.74434,-73.97758,SharedRoom,2,3,326,3,0.69,53
Manhattan,40.74435,-74.00038,EntireHome,30,1,9,4,0.07,124
Manhattan,40.74435,-73.99535,EntireHome,7,1,100,9,2.48,160
Manhattan,40.74435,-73.98097,EntireHome,4,1,0,1,0.05,140
Manhattan,40.74436,-74.00729,EntireHome,3,4,131,5,2.05,447
Manhattan,40.74436,-73.97977,EntireHome,5,1,260,50,0.83,250
Manhattan,40.74436,-73.97292,EntireHome,,1,0,2,0.05,200
Manhattan,40.74437,-74.00007,EntireHome,3,1,175,9,4.09,499
Manhattan,40.74437,-73.98848,EntireHome,4,1,6,20,3.51,250
Manhattan,40.74437,-73.97295,EntireHome,30,96,360,4,0.13,190
Manhattan,40.74438,-74.00178,EntireHome,2,1,9,6,0.15,150
Manhattan,40.74438,-73.997,EntireHome,5,1,49,2,2,250
Manhattan,40.74438,-73.97965,EntireHome,2,1,0,1,0.02,369
Manhattan,40.74438,-73.97365,EntireHome,1,1,0,1,0.03,249
Manhattan,40.74439,-73.98329,EntireHome,30,4,365,39,0.71,275
Manhattan,40.74439,-73.98125,EntireHome,29,31,56,1,0.04,185
Manhattan,40.74439,-73.98112,EntireHome,30,31,163,5,0.14,109
Manhattan,40.7444,-73.9994,EntireHome,2,1,263,256,4.9,221
Manhattan,40.7444,-73.99604,EntireHome,2,1,1,8,0.66,240
Manhattan,40.7444,-73.97946,EntireHome,2,1,0,14,1.48,125
Manhattan,40.74441,-74.00765,EntireHome,1,1,51,1,1,299
Manhattan,40.74441,-74.00385,EntireHome,7,1,173,4,0.39,350
Manhattan,40.74441,-73.99915,EntireHome,4,1,0,11,0.34,250
Manhattan,40.74441,-73.97328,EntireHome,5,1,72,1,1,215
Manhattan,40.74442,-73.99908,EntireHome,2,1,0,2,0.28,220
Manhattan,40.74442,-73.98047,EntireHome,2,1,65,2,1.58,225
Manhattan,40.74443,-74.0029,EntireHome,5,1,1,13,1.05,300
Manhattan,40.74443,-74.00012,EntireHome,4,2,168,37,1.63,650
Manhattan,40.74443,-73.99166,PrivateRoom,1,3,74,9,3.14,140
Manhattan,40.74443,-73.97949,EntireHome,3,1,0,2,0.05,235
Manhattan,40.74444,-74.00068,EntireHome,3,1,0,2,0.08,175
Manhattan,40.74444,-73.97174,SharedRoom,1,1,0,7,0.15,115
Manhattan,40.74445,-73.97181,EntireHome,30,39,217,7,0.14,200
Manhattan,40.74446,-73.98044,EntireHome,5,1,0,53,1.62,199
Manhattan,40.74447,-73.98362,EntireHome,3,1,118,58,1.14,524
Manhattan,40.74448,-73.99221,PrivateRoom,40,1,0,2,0.05,80
Manhattan,40.74449,-73.99445,EntireHome,3,1,314,63,1,275
Manhattan,40.7445,-73.97583,EntireHome,5,1,232,29,0.36,148
Manhattan,40.74451,-73.99236,EntireHome,30,81,359,1,1,270
Manhattan,40.74451,-73.97836,EntireHome,1,1,99,88,4.8,150
Manhattan,40.74452,-73.98163,EntireHome,3,1,0,14,0.56,195
Manhattan,40.74453,-73.99988,EntireHome,3,1,3,39,0.82,120
Manhattan,40.74454,-73.97339,EntireHome,29,96,360,1,0.08,187
Manhattan,40.74457,-73.97493,EntireHome,1,1,168,3,2.65,449
Manhattan,40.74459,-73.99061,PrivateRoom,1,1,0,1,0.03,108
Manhattan,40.74459,-73.97436,EntireHome,4,1,153,9,4.43,600
Manhattan,40.7446,-73.98399,EntireHome,1,1,0,2,0.15,175
Manhattan,40.74461,-74.00172,EntireHome,5,1,305,51,0.91,140
Manhattan,40.74462,-74.0013,EntireHome,2,1,84,2,1.11,230
Manhattan,40.74462,-73.97838,EntireHome,3,1,0,4,0.47,187
Manhattan,40.74462,-73.97488,EntireHome,30,52,340,6,0.11,100
Manhattan,40.74462,-73.97314,PrivateRoom,2,1,279,13,0.47,100
Manhattan,40.74463,-73.9923,EntireHome,100,1,0,1,0.1,200
Manhattan,40.74463,-73.98959,EntireHome,3,1,12,49,0.96,175
Manhattan,40.74463,-73.9722,EntireHome,30,96,309,1,0.03,196
Manhattan,40.74464,-73.98436,PrivateRoom,20,1,4,4,0.11,70
Manhattan,40.74465,-73.99883,PrivateRoom,1,4,160,12,0.44,125
Manhattan,40.74465,-73.9955,PrivateRoom,3,1,0,2,0.04,110
Manhattan,40.74465,-73.99253,EntireHome,30,,0,3,0.07,129
Manhattan,40.74466,-73.99504,EntireHome,2,1,0,4,0.08,170
Manhattan,40.74467,-73.97202,PrivateRoom,1,1,0,1,0.02,100
Manhattan,40.74467,-73.97188,EntireHome,29,,314,1,0.39,160
Manhattan,40.74468,-73.97335,EntireHome,29,96,365,1,0.08,207
Manhattan,40.74469,-73.99858,EntireHome,1,1,0,32,0.85,225
Manhattan,40.74469,-73.98037,EntireHome,2,1,12,9,2.65,120
Manhattan,40.7447,-73.98255,EntireHome,2,1,0,1,0.05,350
Manhattan,40.7447,-73.97959,EntireHome,6,1,113,10,3.57,299
Manhattan,40.7447,-73.97593,SharedRoom,2,2,0,23,0.6,49
Manhattan,40.74471,-73.98027,EntireHome,30,92,309,4,0.3,125
Manhattan,40.74472,-74.00095,EntireHome,1,1,73,51,1.33,295
Manhattan,40.74472,-73.99266,EntireHome,30,81,362,3,0.1,280
Manhattan,40.74472,-73.98526,EntireHome,30,1,340,3,1.2,306
Manhattan,40.74472,-73.97932,EntireHome,30,92,311,2,1.25,125
Manhattan,40.74472,-73.97205,EntireHome,29,96,87,1,0.23,195
Manhattan,40.74475,-74.00108,EntireHome,7,1,4,4,1.9,134
Manhattan,40.74476,-73.99862,EntireHome,4,1,0,4,0.09,100
Manhattan,40.74477,-74.00622,EntireHome,2,1,115,9,2.29,185
Manhattan,40.74478,-73.98442,EntireHome,4,1,275,34,2.96,349
Manhattan,40.74479,-73.97573,EntireHome,5,1,0,13,0.24,149
Manhattan,40.7448,-74.00761,EntireHome,3,4,196,2,2,299
Manhattan,40.7448,-73.99204,EntireHome,30,81,0,2,0.06,205
Manhattan,40.74481,-74.00148,EntireHome,4,3,35,17,0.32,549
Manhattan,40.74481,-73.98523,EntireHome,3,1,0,6,0.22,150
Manhattan,40.74481,-73.97879,EntireHome,1,4,226,73,4.43,412
Manhattan,40.74482,-73.99917,EntireHome,5,1,2,13,0.3,170
